aoi_name,date_start,date_end,target_date,item_id,asset_key,valid_pixels,flood_pixels,aoi_area_km2,gfm_flooded_area_km2,gfm_flood_fraction,flood_detected,flood_label_binary,flood_label_3tier,binary_threshold_km2,tier_minor_km2,tier_significant_km2,source,gfm_items,gfm_items_used,gfm_asset_keys,errors
pleven_levski,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161543_VV_EU020M_E057N009T3,tuw_flood_extent,2601583,12222,1617.3999,4.8888,0.003023,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
danube_belene_svishtov,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161608_VV_EU020M_E057N009T3,tuw_flood_extent,1519367,14512,895.9858,5.8048,0.006479,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
danube_ruse_slivo_pole,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T042158_VV_EU020M_E060N009T3,tuw_flood_extent,1651909,3989,802.7341,1.5956,0.001988,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,35,35,tuw_flood_extent,
danube_vidin_lom,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161608_VV_EU020M_E057N009T3,tuw_flood_extent,4968485,39401,3013.9774,15.7604,0.005229,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
danube_kozloduy_oriahovo,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161608_VV_EU020M_E057N009T3,tuw_flood_extent,4514548,56266,2505.6543,22.5064,0.008982,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
danube_nikopol,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161608_VV_EU020M_E057N009T3,tuw_flood_extent,1981475,15714,940.3986,6.2856,0.006684,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
dobrich_dobrudzha,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260403T155927_VV_EU020M_E060N009T3,tuw_flood_extent,3507297,20263,1795.6435,8.1052,0.004514,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
silistra_dobrudzha,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T042158_VV_EU020M_E060N009T3,tuw_flood_extent,2404598,5304,1225.8887,2.1216,0.001731,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
shumen_targovishte,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T042158_VV_EU020M_E060N009T3,tuw_flood_extent,6283786,8412,3605.9195,3.3648,0.000933,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
varna_coast,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260403T155927_VV_EU020M_E060N009T3,tuw_flood_extent,2558096,7421,1623.9879,2.9684,0.001828,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
burgas_coast,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260402T160819_VV_EU020M_E060N009T3,tuw_flood_extent,4105836,23272,3195.7946,9.3088,0.002913,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
kamchia_river,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260403T155927_VV_EU020M_E060N009T3,tuw_flood_extent,2807583,9125,1904.5852,3.65,0.001916,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
sofia_plain_iskar,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161543_VV_EU020M_E057N009T3,tuw_flood_extent,3616259,15295,2182.7518,6.118,0.002803,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
iskar_gorge,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260330T043835_VV_EU020M_E057N009T3,tuw_flood_extent,2404849,16342,2034.0846,6.5368,0.003214,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
yantra_veliko_tarnovo,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161543_VV_EU020M_E057N009T3,tuw_flood_extent,3795226,47315,2055.0263,18.926,0.00921,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,35,35,tuw_flood_extent,
osam_lovech,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161543_VV_EU020M_E057N009T3,tuw_flood_extent,4128872,13106,1898.4788,5.2424,0.002761,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
vit_pleven,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161543_VV_EU020M_E057N009T3,tuw_flood_extent,4209553,20056,2048.379,8.0224,0.003916,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
maritsa_plovdiv,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260331T042937_VV_EU020M_E057N009T3,tuw_flood_extent,1420126,32789,734.4868,13.1156,0.017857,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
maritsa_pazardzhik,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260331T042937_VV_EU020M_E057N009T3,tuw_flood_extent,2284913,16326,1238.4802,6.5304,0.005273,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
maritsa_harmanli_svilengrad,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161518_VV_EU020M_E060N006T3,tuw_flood_extent,1473858,32496,1382.5063,12.9984,0.009402,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,73,73,tuw_flood_extent,
tundzha_yambol_elhovo,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T042223_VV_EU020M_E060N009T3,tuw_flood_extent,6423608,35268,3785.6972,14.1072,0.003726,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,36,36,tuw_flood_extent,
arda_kardzhali,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161518_VV_EU020M_E057N006T3,tuw_flood_extent,3047797,3972,1942.2094,1.5888,0.000818,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,20,20,tuw_flood_extent,
struma_blago_county,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260331T162440_VV_EU020M_E057N006T3,tuw_flood_extent,1807979,4864,2760.7343,1.9456,0.000705,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,37,37,tuw_flood_extent,
mesta_gotse_delchev,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161518_VV_EU020M_E057N006T3,tuw_flood_extent,3303160,4243,2499.0337,1.6972,0.000679,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,20,20,tuw_flood_extent,
stara_zagora_chirpan,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161543_VV_EU020M_E057N009T3,tuw_flood_extent,2626015,50331,1513.6966,20.1324,0.0133,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
haskovo_dimitrovgrad,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260401T161543_VV_EU020M_E057N009T3,tuw_flood_extent,817650,21263,1609.809,8.5052,0.005283,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,37,37,tuw_flood_extent,
sliven_nova_zagora,2026-03-29,2026-04-03,2026-04-03,ENSEMBLE_FLOOD_20260402T160819_VV_EU020M_E060N009T3,tuw_flood_extent,4797076,66473,2737.0942,26.5892,0.009714,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
pleven_small,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260401T161543_VV_EU020M_E057N009T3,tuw_flood_extent,58291,256,24.9819,0.1024,0.004099,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
pleven_levski,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T043021_VV_EU020M_E057N009T3,tuw_flood_extent,3132144,33930,1617.3999,13.572,0.008391,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
danube_belene_svishtov,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T043021_VV_EU020M_E057N009T3,tuw_flood_extent,1666640,32443,895.9858,12.9772,0.014484,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
danube_ruse_slivo_pole,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260401T042158_VV_EU020M_E060N009T3,tuw_flood_extent,1651909,3989,802.7341,1.5956,0.001988,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,32,32,tuw_flood_extent,
danube_vidin_lom,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T162417_VV_EU020M_E057N009T3,tuw_flood_extent,6451603,99676,3013.9774,39.8704,0.013229,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
danube_kozloduy_oriahovo,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T162417_VV_EU020M_E057N009T3,tuw_flood_extent,2901577,90118,2505.6543,36.0472,0.014386,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
danube_nikopol,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T043021_VV_EU020M_E057N009T3,tuw_flood_extent,1837325,27009,940.3986,10.8036,0.011488,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
dobrich_dobrudzha,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260403T155927_VV_EU020M_E060N009T3,tuw_flood_extent,3507297,20263,1795.6435,8.1052,0.004514,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
silistra_dobrudzha,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260401T042158_VV_EU020M_E060N009T3,tuw_flood_extent,2404598,5304,1225.8887,2.1216,0.001731,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
shumen_targovishte,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260401T042158_VV_EU020M_E060N009T3,tuw_flood_extent,6283786,8412,3605.9195,3.3648,0.000933,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
varna_coast,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260403T155927_VV_EU020M_E060N009T3,tuw_flood_extent,2558096,7421,1623.9879,2.9684,0.001828,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
burgas_coast,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260402T160819_VV_EU020M_E060N009T3,tuw_flood_extent,4105836,23272,3195.7946,9.3088,0.002913,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
kamchia_river,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260403T155927_VV_EU020M_E060N009T3,tuw_flood_extent,2807583,9125,1904.5852,3.65,0.001916,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
sofia_plain_iskar,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T162352_VV_EU020M_E057N009T3,tuw_flood_extent,3897919,55514,2182.7518,22.2056,0.010173,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
iskar_gorge,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260401T161543_VV_EU020M_E057N009T3,tuw_flood_extent,3082908,5271,2034.0846,2.1084,0.001037,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
yantra_veliko_tarnovo,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T043021_VV_EU020M_E057N009T3,tuw_flood_extent,1760794,75066,2055.0263,30.0264,0.014611,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,32,32,tuw_flood_extent,
osam_lovech,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T043021_VV_EU020M_E057N009T3,tuw_flood_extent,3903774,22597,1898.4788,9.0388,0.004761,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
vit_pleven,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T043021_VV_EU020M_E057N009T3,tuw_flood_extent,4129165,37644,2048.379,15.0576,0.007351,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
maritsa_plovdiv,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T043046_VV_EU020M_E057N009T3,tuw_flood_extent,1406376,61387,734.4868,24.5548,0.033431,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
maritsa_pazardzhik,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T043046_VV_EU020M_E057N009T3,tuw_flood_extent,2261004,28470,1238.4802,11.388,0.009195,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
maritsa_harmanli_svilengrad,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260401T161518_VV_EU020M_E060N006T3,tuw_flood_extent,1473858,32496,1382.5063,12.9984,0.009402,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,70,70,tuw_flood_extent,
tundzha_yambol_elhovo,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260401T042223_VV_EU020M_E060N009T3,tuw_flood_extent,6423608,35268,3785.6972,14.1072,0.003726,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,35,35,tuw_flood_extent,
arda_kardzhali,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260401T161518_VV_EU020M_E057N006T3,tuw_flood_extent,3047797,3972,1942.2094,1.5888,0.000818,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,20,20,tuw_flood_extent,
struma_blago_county,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T162352_VV_EU020M_E057N009T3,tuw_flood_extent,1593659,44857,2760.7343,17.9428,0.006499,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,35,35,tuw_flood_extent,
mesta_gotse_delchev,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T162327_VV_EU020M_E057N006T3,tuw_flood_extent,3121464,10470,2499.0337,4.188,0.001676,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,20,20,tuw_flood_extent,
stara_zagora_chirpan,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260406T043046_VV_EU020M_E057N009T3,tuw_flood_extent,1092818,57191,1513.6966,22.8764,0.015113,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
haskovo_dimitrovgrad,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260401T161543_VV_EU020M_E057N009T3,tuw_flood_extent,817650,21263,1609.809,8.5052,0.005283,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,35,35,tuw_flood_extent,
sliven_nova_zagora,2026-04-01,2026-04-06,2026-04-06,ENSEMBLE_FLOOD_20260402T160819_VV_EU020M_E060N009T3,tuw_flood_extent,4797076,66473,2737.0942,26.5892,0.009714,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
pleven_small,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260407T161654_VV_EU020M_E057N009T3,tuw_flood_extent,58260,330,24.9819,0.132,0.005284,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
pleven_levski,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E057N009T3,tuw_flood_extent,534523,45290,1617.3999,18.116,0.011201,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
danube_belene_svishtov,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160758_VV_EU020M_E057N009T3,tuw_flood_extent,1207668,51249,895.9858,20.4996,0.022879,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
danube_ruse_slivo_pole,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160758_VV_EU020M_E060N009T3,tuw_flood_extent,1402852,22534,802.7341,9.0136,0.011229,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,33,33,tuw_flood_extent,
